2011-2012/2019-2021,city,year,month,longitude,latitude,time,t2m,skt,tp
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/3 10:00,23.3801806,297.7547638,0.000277001
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/3 11:00,22.2883711,295.6152325,0.000299614
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/3 12:00,21.6278937,294.4236719,0.000316573
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/3 13:00,21.0647656,293.6665133,0.000316573
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/3 14:00,20.5435726,293.1549745,0.000316573
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/3 15:00,19.9744538,292.5297604,0.000322226
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/3 16:00,19.4487677,291.8842472,0.000322226
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/3 17:00,19.1117894,291.5472812,0.000322226
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/3 18:00,18.8167462,291.263093,0.000322226
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/3 19:00,18.512717,291.0316826,0.000322226
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/3 20:00,18.343479,290.8469602,0.000322226
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/3 21:00,18.2566135,290.7535841,0.000322226
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/3 22:00,18.1682503,290.5932207,0.000327879
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/3 23:00,18.1502781,290.5201438,0.000327879
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/4 0:00,18.4498144,290.9890543,0.000327879
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/4 1:00,19.5625914,292.9540128,2.78e-17
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/4 2:00,21.1471381,295.8872412,2.78e-17
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/4 3:00,22.8589876,299.2995297,2.78e-17
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/4 4:00,24.1290212,301.5994244,2.78e-17
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/4 5:00,25.1025139,302.4316898,2.78e-17
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/4 6:00,25.7240516,303.4831862,2.78e-17
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/4 7:00,25.4020502,303.2497459,2.78e-17
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/4 8:00,25.210347,302.1028435,2.78e-17
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/4 9:00,24.454018,300.2190816,2.78e-17
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/4 10:00,23.4445809,297.9130972,2.78e-17
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/4 11:00,22.378232,295.6619206,5.65e-06
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/4 12:00,21.5590004,294.2856376,1.7e-05
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/4 13:00,20.9599279,293.5102098,2.83e-05
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/4 14:00,20.3863161,292.7388418,4.52e-05
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/4 15:00,19.9145465,292.1562559,6.22e-05
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/4 16:00,19.4682375,291.6568966,6.22e-05
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/4 17:00,19.0698543,291.309781,6.78e-05
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/4 18:00,18.690941,290.997174,6.78e-05
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/4 19:00,18.1233199,290.5546523,6.78e-05
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/4 20:00,18.0065008,290.5039044,6.78e-05
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/4 21:00,17.9391051,290.4369172,7.35e-05
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/4 22:00,18.0559242,290.5891609,7.35e-05
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/4 23:00,17.9975147,290.3841394,7.35e-05
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/5 0:00,18.1278129,290.5039044,7.35e-05
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/5 1:00,19.5640891,293.0331796,2.78e-17
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/5 2:00,21.6443682,296.6626691,2.78e-17
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/5 3:00,23.3726922,299.9815814,2.78e-17
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/5 4:00,25.0141507,302.6143823,2.78e-17
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/5 5:00,25.4739388,303.2172673,2.78e-17
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/5 6:00,25.6521629,303.0832928,5.65e-06
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/5 7:00,25.5563113,302.6285917,1.13e-05
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/5 8:00,25.1968678,301.5994244,1.13e-05
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/5 9:00,24.6217583,300.2353209,1.7e-05
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/5 10:00,23.8414664,298.2642727,1.7e-05
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/5 11:00,22.9937789,296.110532,2.26e-05
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/5 12:00,22.1940172,294.758608,2.83e-05
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/5 13:00,21.5485166,293.7192911,6.22e-05
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/5 14:00,20.8925323,292.732752,8.48e-05
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/5 15:00,20.4132743,292.105508,0.000101756
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/5 16:00,20.2230688,291.9979225,0.000113062
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/5 17:00,20.1481848,292.0446106,0.000124368
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/5 18:00,20.0643146,291.9918327,0.000141327
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/5 19:00,19.5206564,291.4112768,0.000141327
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/5 20:00,19.1297616,291.2326442,0.00014698
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/5 21:00,18.9500399,291.165657,0.00014698
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/5 22:00,18.9410538,291.3219605,0.000152633
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/5 23:00,18.9066071,291.3808281,0.000152633
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/6 0:00,19.1028033,291.744183,0.000152633
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/6 1:00,20.0373564,293.3924747,2.78e-17
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/6 2:00,21.3043946,295.9055105,5.65e-06
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/6 3:00,22.5280001,298.8062602,5.65e-06
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/6 4:00,23.5254557,301.2888472,5.65e-06
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/6 5:00,24.1469934,302.862032,5.65e-06
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/6 6:00,24.7790148,304.1611781,5.65e-06
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/6 7:00,24.4854693,303.8911993,5.65e-06
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/6 8:00,24.143998,302.9411987,1.7e-05
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/6 9:00,23.4355948,300.7488896,6.22e-05
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/6 10:00,22.3003525,297.628909,6.22e-05
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/6 11:00,21.0572772,295.0326467,6.78e-05
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/6 12:00,19.8216903,293.240231,6.78e-05
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/6 13:00,18.8062625,292.1562559,7.35e-05
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/6 14:00,18.1592642,291.5249521,7.35e-05
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/6 15:00,17.8043138,291.1676869,7.91e-05
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/6 16:00,17.6051222,290.9768748,7.91e-05
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/6 17:00,17.3834654,290.6967464,7.91e-05
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/6 18:00,17.2262089,290.5546523,7.91e-05
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/6 19:00,16.8248303,290.1791179,7.91e-05
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/6 20:00,16.5372756,289.7589253,7.91e-05
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/6 21:00,16.2706883,289.4118097,7.91e-05
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/6 22:00,16.1014504,289.2088181,7.91e-05
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/6 23:00,15.9681567,289.0606343,7.91e-05
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/7 0:00,15.9352078,289.0748437,7.91e-05
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/7 1:00,16.4189588,290.2826436,2.78e-17
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/7 2:00,17.4568518,292.6292263,2.78e-17
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/7 3:00,18.3929025,294.5515566,2.78e-17
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/7 4:00,19.339437,296.4068997,2.78e-17
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/7 5:00,19.8037181,297.0361736,2.78e-17
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/7 6:00,20.0942682,297.3122421,2.78e-17
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/7 7:00,20.4597024,297.6816868,2.78e-17
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/7 8:00,20.3294042,296.9955753,2.78e-17
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/7 9:00,19.8576346,295.5157666,2.78e-17
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/7 10:00,19.1447384,293.770039,2.78e-17
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/7 11:00,18.2865671,291.9106361,2.78e-17
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/7 12:00,17.549708,290.658178,2.78e-17
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/7 13:00,16.896719,289.7893741,2.78e-17
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/7 14:00,16.2886605,288.995677,2.78e-17
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/7 15:00,15.8198863,288.4130911,2.78e-17
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/7 16:00,15.5922388,288.246638,2.78e-17
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/7 17:00,15.4664336,288.2506979,2.78e-17
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/7 18:00,15.3990379,288.246638,2.78e-17
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/7 19:00,15.3720796,288.1492021,2.78e-17
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/7 20:00,15.2028417,287.9482404,2.78e-17
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/7 21:00,15.1624043,287.9786891,2.78e-17
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/7 22:00,15.1264599,287.9543302,2.78e-17
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/7 23:00,15.032106,287.7269796,2.78e-17
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/8 0:00,15.0905156,287.8041164,2.78e-17
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/8 1:00,16.065506,289.838092,2.78e-17
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/8 2:00,17.7309274,293.0169402,2.78e-17
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/8 3:00,19.4248048,296.4109595,2.78e-17
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/8 4:00,20.6139636,299.0295509,2.78e-17
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/8 5:00,21.5500143,301.053377,2.78e-17
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/8 6:00,22.0307699,301.8754929,2.78e-17
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/8 7:00,22.5474699,302.4256001,2.78e-17
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/8 8:00,22.3153294,300.450492,2.78e-17
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/8 9:00,21.9169462,298.4286958,5.65e-06
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/8 10:00,21.3942555,296.2201474,5.65e-06
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/8 11:00,20.8535926,293.9831802,5.65e-06
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/8 12:00,20.5270981,292.1136277,5.65e-06
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/8 13:00,20.1032543,290.5952507,5.65e-06
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/8 14:00,18.9740028,289.9233485,5.65e-06
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/8 15:00,17.8911793,289.6716389,1.13e-05
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/8 16:00,17.5901454,289.2636259,1.7e-05
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/8 17:00,17.822286,289.2514464,1.7e-05
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/8 18:00,17.6425642,289.115442,1.7e-05
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/8 19:00,17.2711393,288.8068948,1.7e-05
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/8 20:00,16.8907283,288.3806125,1.7e-05
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/8 21:00,16.7694161,288.3948219,1.7e-05
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/8 22:00,16.6256388,288.2608474,1.7e-05
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/8 23:00,16.4668846,288.1410824,1.7e-05
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/9 0:00,16.7319741,288.778476,1.7e-05
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/9 1:00,18.0229752,291.2712126,2.78e-17
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/9 2:00,19.4742283,294.9169415,2.78e-17
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/9 3:00,20.4162697,297.0564727,2.78e-17
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/9 4:00,21.311883,298.9524141,2.78e-17
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/9 5:00,22.0577282,300.4423723,2.78e-17
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/9 6:00,22.5294978,301.4045524,2.78e-17
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/9 7:00,22.2763896,300.401774,5.65e-06
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/9 8:00,21.8180992,299.3299785,5.65e-06
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/9 9:00,21.006356,297.2411951,5.65e-06
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/9 10:00,19.9669653,294.8722833,5.65e-06
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/9 11:00,18.9949703,292.9113846,5.65e-06
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/9 12:00,18.1577665,291.6102086,5.65e-06
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/9 13:00,17.4673355,290.6196096,5.65e-06
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/9 14:00,16.8368118,289.7629852,5.65e-06
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/9 15:00,16.267693,289.0971728,5.65e-06
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/9 16:00,15.8138956,288.6769802,5.65e-06
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/9 17:00,15.4544521,288.3806125,5.65e-06
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/9 18:00,15.0575666,287.9299712,5.65e-06
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/9 19:00,15.2822188,288.1796508,5.65e-06
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/9 20:00,15.1803765,288.2669372,5.65e-06
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/9 21:00,15.0725434,288.1979201,5.65e-06
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/9 22:00,15.027613,288.1898004,5.65e-06
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/9 23:00,14.9362544,288.0233473,5.65e-06
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/10 0:00,14.9227753,287.9685396,5.65e-06
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/10 1:00,15.5413176,289.5579637,2.78e-17
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/10 2:00,16.9101982,292.6677947,2.78e-17
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/10 3:00,18.1382967,295.2640571,2.78e-17
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/10 4:00,19.4607491,298.5829694,2.78e-17
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/10 5:00,20.1901198,300.0993166,2.78e-17
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/10 6:00,20.9389604,301.8369245,2.78e-17
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/10 7:00,21.1246729,301.5527363,2.78e-17
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/10 8:00,21.2699479,300.5134194,2.78e-17
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/10 9:00,21.0228305,298.2500632,2.78e-17
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/10 10:00,20.5825123,295.8425831,2.78e-17
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/10 11:00,20.0523332,293.8228168,2.78e-17
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/10 12:00,19.7662761,292.876876,2.78e-17
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/10 13:00,19.2331016,291.961384,2.78e-17
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/10 14:00,18.554652,290.6013404,5.65e-06
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/10 15:00,18.0768918,289.2433267,1.13e-05
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/10 16:00,17.0839292,288.7723862,1.7e-05
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/10 17:00,16.96711,288.5247365,1.7e-05
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/10 18:00,16.5193034,288.1004841,1.7e-05
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/10 19:00,15.7764536,288.0375567,1.7e-05
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/10 20:00,15.3316423,287.8914028,1.7e-05
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/10 21:00,15.1219669,287.8183258,1.7e-05
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/10 22:00,14.9751942,287.6640522,1.7e-05
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/10 23:00,14.9736965,287.7269796,1.7e-05
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/11 0:00,15.0830272,287.9421507,1.7e-05
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/11 1:00,15.7524907,289.3610618,2.78e-17
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/11 2:00,16.8892306,291.6426872,2.78e-17
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/11 3:00,18.2146784,294.4683301,2.78e-17
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/11 4:00,19.0818358,296.1836089,2.78e-17
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/11 5:00,19.8112065,297.8420502,2.78e-17
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/11 6:00,20.0792914,298.0754905,5.65e-06
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/11 7:00,19.5655868,296.7743144,1.13e-05
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/11 8:00,19.2855204,295.7268779,1.13e-05
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/11 9:00,18.7748112,294.2389496,1.7e-05
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/11 10:00,18.0843802,292.6880939,1.7e-05
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/11 11:00,17.3744793,291.3889477,1.7e-05
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/11 12:00,16.7409602,290.5343532,1.7e-05
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/11 13:00,16.2617022,289.9659767,1.7e-05
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/11 14:00,15.9202309,289.5295448,1.7e-05
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/11 15:00,15.6835973,289.2676857,1.7e-05
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/11 16:00,15.5143594,289.0748437,1.7e-05
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/11 17:00,15.2852141,288.8556128,2.83e-05
2011-2012,Sanya,2011,1,109.1,18.4,2011/1/11 18:00,15.0351014,288.6140528,4.52e-05
